
2024/05/07 (11:15:56) | ===> btop++ v.1.3.2
2024/05/07 (11:20:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:20:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:21:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:22:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:51) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:52) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:53) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:54) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:55) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:56) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:57) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:58) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:23:59) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:00) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:01) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:02) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:03) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:04) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:05) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:06) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:07) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:08) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:09) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:10) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:11) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:12) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:13) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:14) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:15) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:16) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:17) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:18) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:19) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:20) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:21) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:22) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:23) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:24) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:25) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:26) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:27) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:28) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:29) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:30) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:31) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:32) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:33) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:34) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:35) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:36) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:37) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:38) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:39) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:40) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:41) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:42) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:43) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:44) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:45) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:46) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:47) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:48) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:49) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
2024/05/07 (11:24:50) | ERROR: Couldn't determine terminal size of "STDOUT_FILENO"!
